68240.0,68260.0,68280.0,68300.0,68320.0,68340.0,68360.0,68380.0
0.0,0.0127,0.0,1.9071,1.8632000000000002,0.43320000000000003,1.0444,3.3747
0.0486,0.0019,0.0,0.4223,0.0,0.0,0.0049,0.0
0.0371,0.0114,0.0,0.2664,0.0,0.0,0.0,0.0
0.0,0.0048000000000000004,0.0,1.6705,0.4181,0.0,0.0,0.0
0.0936,0.0483,0.0,0.021900000000000003,0.0057,0.0,0.0,0.0
0.0,0.0,0.8756,0.013500000000000002,0.0055000000000000005,0.0,0.0,0.0
0.0,0.0,0.0,0.5447000000000001,0.0563,0.0,0.0,0.0
0.3482,0.0318,0.0,0.0155,0.1297,0.0,0.0,0.0
0.0,0.018500000000000003,0.0,1.7201000000000002,0.08280000000000001,0.0,0.0,0.0
0.0074,0.3168,0.17920000000000003,0.030500000000000003,0.0,0.0,0.0,0.0
